ЗНП,Вагон №,Накладная №
58,60526555,ЭЛ943147
58,60709821,ЭЛ943147
58,60773512,ЭЛ943147
58,61374138,ЭЛ943147
58,60714821,ЭЛ943147
58,60997020,ЭЛ943147
58,61283578,ЭЛ943147
58,66769928,ЭЛ943147
58,55194443,ЭЛ943147
58,60300175,ЭЛ943147
58,63203103,ЭЛ943147
41,53566527,ЭЛ943104
41,56915549,ЭЛ943104
41,56148885,ЭЛ943104
41,60846573,ЭЛ943104
41,56747108,ЭЛ943104
41,56124332,ЭЛ943104
44,63384051,ЭЛ942947
44,60696523,ЭЛ942936
64,61034278,20340059
64,63474035,20340101
64,52846318,20340112
64,61968574,20340109
36,63202956,00513437
46,63127781,20337788
46,63370076,20337799
46,63202576,20337820
46,63369904,20337768
46,63221469,20337806
46,61173183,20337735
46,63474332,20337779
46,61043527,20337762
31,61084927,ЭЛ941412
31,60700069,ЭЛ941412
31,63124150,ЭЛ941412
31,60397601,ЭЛ941412
31,63567887,ЭЛ941412
31,55679708,ЭЛ941412
31,61010062,ЭЛ941412
31,60845914,ЭЛ941412
31,53823662,ЭЛ941412
31,63124127,ЭЛ941412
31,61119921,ЭЛ941412
31,60353877,ЭЛ941412
31,52790995,ЭЛ941412
31,60800620,ЭЛ941412
31,60787140,ЭЛ941412
31,61453114,ЭЛ941412
31,60545332,ЭЛ941412
31,61226718,ЭЛ941412
31,55609200,ЭЛ941412
31,52836483,ЭЛ941412
31,65367724,ЭЛ941412
31,61454286,ЭЛ941412
31,60914611,ЭЛ941412
31,61784435,ЭЛ941412
31,52806239,ЭЛ941412
31,61668265,ЭЛ941412
31,63219463,ЭЛ941412
31,60827516,ЭЛ941412
31,52838760,ЭЛ941412
31,61773875,ЭЛ941412
31,57413528,ЭЛ941412
31,56648710,ЭЛ941412
31,61018388,ЭЛ941412
31,63576078,ЭЛ941412
31,60714664,ЭЛ941412
31,53823621,ЭЛ941412
31,60831633,ЭЛ941412
31,60994985,ЭЛ941412
31,61285680,ЭЛ941412
31,56856305,ЭЛ941412
31,63543755,ЭЛ941412
31,67477547,ЭЛ941412
31,61054268,ЭЛ941412
31,52890134,ЭЛ941412
31,60688181,ЭЛ941412
31,62347927,ЭЛ941412
31,60853603,ЭЛ941412
31,56650336,ЭЛ941412
31,60560737,ЭЛ941412
31,60480373,ЭЛ941412
31,60801362,ЭЛ941412
31,56640543,ЭЛ941412
31,61042735,ЭЛ941412
31,60000114,ЭЛ941412
31,62290259,ЭЛ941412
31,54043823,ЭЛ941412
31,60741113,ЭЛ941412
31,56910193,ЭЛ941412
31,63295877,ЭЛ941412
31,52883378,ЭЛ941412
31,52838794,ЭЛ941412
48,28851046,20332606
53,28850378,20322453
74,65339970,ЭЛ942006
74,65318222,ЭЛ942006
74,63565352,ЭЛ943007
74,65342875,ЭЛ942006
74,65350134,ЭЛ943007
74,63770705,ЭЛ942006
74,63722557,ЭЛ942006
74,63565287,ЭЛ942006
74,61474722,ЭЛ943007
74,61475067,ЭЛ942006
74,56748205,ЭЛ941999
74,61117214,ЭЛ941999
74,63745020,ЭЛ941999
74,63772842,ЭЛ941999
74,60693280,ЭЛ941999
74,53419040,ЭЛ941999
74,65336976,ЭЛ941999
74,63740435,ЭЛ941999
74,63616163,ЭЛ941999
74,63740476,ЭЛ941999
74,63744981,ЭЛ941986
74,61117776,ЭЛ941986
74,61474409,ЭЛ941986
74,63770549,ЭЛ941969
74,63264964,ЭЛ941969
24,63576029,ЭЛ941881
31,61111779,ЭЛ941412
31,63567432,ЭЛ941412
58,65344905,ЭЛ941272
58,56935984,ЭЛ941272
58,63719538,ЭЛ941272
58,65322034,ЭЛ941272
58,60239084,ЭЛ941264
58,52887957,ЭЛ941264
58,56930969,ЭЛ941264
58,61106910,ЭЛ941264
58,62401583,ЭЛ941264
58,52783610,ЭЛ941264
58,63369821,ЭЛ941264
58,56848104,ЭЛ941264
58,52805579,ЭЛ941264
58,63567507,ЭЛ941264
58,55654750,ЭЛ941264
58,55668024,ЭЛ941264
58,64380157,ЭЛ941264
4,28858249,ЭЛ941027
35,65572976,ЭЛ940873
31,61286977,ЭЛ940687
64,61114989,20338245
64,63259022,20338232
35,63899744,ЭЛ940505
35,63670129,ЭЛ940510
35,65282337,ЭЛ940505
35,65246233,ЭЛ940505
39,63872204,ЭЛ940458
38,61475034,ЭЛ936524
64,62255724,20338241
64,61735569,20338229
64,56062011,20338212
64,61728515,20338208
52,60268562,ЭЛ939872
52,52809332,ЭЛ939872
52,65602112,ЭЛ939872
52,55692446,ЭЛ939872
58,55733703,ЭЛ939425
58,57509747,ЭЛ939425
58,60637485,ЭЛ939425
58,63272306,ЭЛ939425
58,61742631,ЭЛ939425
58,60673480,ЭЛ939425
58,52783032,ЭЛ939425
58,60951084,ЭЛ939425
58,61433041,ЭЛ939425
58,65610529,ЭЛ939392
58,60025137,ЭЛ939392
58,60826179,ЭЛ939392
58,63584031,ЭЛ939392
58,55155378,ЭЛ939383
58,52810231,ЭЛ939383
58,55562011,ЭЛ939383
58,57508384,ЭЛ939383
58,61216362,ЭЛ939382
58,61721734,ЭЛ939382
58,52795978,ЭЛ939382
58,55619043,ЭЛ939382
58,61182846,ЭЛ939382
58,55653968,ЭЛ939382
58,56959547,ЭЛ939382
77,61474516,10039730
77,65246423,10039678
77,60395829,10039509
77,60699816,10039730
77,60830676,10039679
77,63213755,10039730
77,61901856,10039730
77,66519737,10038691
77,65342222,10039693
77,52889599,10038691
77,60264082,10039509
77,52836590,10038691
77,62351143,10039795
77,66103235,10039679
77,65352684,10039678
77,61723367,10039509
77,60577020,10038691
77,65321721,10039678
77,63740450,10039730
77,52888468,10039679
77,60976735,
77,53593034,10039730
77,53565784,10039738
77,61474888,10039730
77,60849718,10038691
77,61968624,10039509
77,65353450,10039730
77,62402367,10038691
77,60854189,10039509
77,61216156,10038691
77,62625579,10039730
544,63372353,ЭЛ939232
31,62503362,ЭЛ939232
487,59388082,ЭЛ939232
31,61115374,ЭЛ939232
31,60705373,ЭЛ939232
530,52783644,ЭЛ939232
31,60696853,ЭЛ939232
31,60025582,ЭЛ939232
31,67569939,ЭЛ939232
31,60814266,ЭЛ939232
31,61003224,ЭЛ939232
31,60585874,ЭЛ939232
31,62072830,ЭЛ939232
31,60913324,ЭЛ939232
31,60618667,ЭЛ939232
31,60026135,ЭЛ939232
38,63615603,ЭЛ930292
39,56747223,ЭЛ931264
39,56574908,ЭЛ931262
39,61996344,ЭЛ931258
39,60693587,ЭЛ931256
62,60951670,20333370
36,63760383,20336296
36,65341984,20336304
36,65308884,20336347
36,65308926,20336368
36,63872378,20336312
36,63771257,20336381
36,65231474,20336419
36,63722011,20336465
36,63737548,20336449
36,65308967,20336503
62,56650450,ЭЛ938890
31,54154869,ЭЛ938675
31,60142247,ЭЛ938675
31,56648967,ЭЛ938675
31,63371017,ЭЛ938675
31,52757606,ЭЛ938675
31,63294474,ЭЛ938675
31,52891108,ЭЛ938675
31,63474068,ЭЛ938675
31,63236129,ЭЛ938675
31,60317088,ЭЛ938675
31,60318615,ЭЛ938675
31,61453080,ЭЛ938675
31,61084406,ЭЛ938675
31,52791159,ЭЛ938675
31,61745964,ЭЛ938675
31,56650369,ЭЛ938675
31,63473565,ЭЛ938675
31,56848054,ЭЛ938675
31,60130036,ЭЛ938675
31,61403333,ЭЛ938675
31,57501900,ЭЛ938675
31,60818275,ЭЛ938675
31,61441812,ЭЛ938675
31,63415913,ЭЛ938675
31,61668760,ЭЛ938675
31,60410933,ЭЛ938675
31,55880231,ЭЛ938675
31,61473211,ЭЛ938675
31,55194567,ЭЛ938675
31,60187960,ЭЛ938675
31,60248820,ЭЛ938675
31,63368609,ЭЛ938675
31,63209746,ЭЛ938675
31,59397349,ЭЛ938675
31,61089850,ЭЛ938675
31,63268635,ЭЛ938675
31,56854144,ЭЛ938675
31,60618048,ЭЛ938675
31,56854086,ЭЛ938675
31,61239554,ЭЛ938675
31,60949906,ЭЛ938675
31,60945714,ЭЛ938675
31,63296016,ЭЛ938675
31,61441952,ЭЛ938675
31,60227725,ЭЛ938675
31,62289822,ЭЛ938675
31,61452546,ЭЛ938675
31,55609374,ЭЛ938675
31,52783438,ЭЛ938675
31,55694459,ЭЛ938675
31,62717038,ЭЛ938675
31,60715216,ЭЛ938675
31,56650146,ЭЛ938675
31,61440814,ЭЛ938675
31,53443248,ЭЛ938675
31,61452413,ЭЛ938675
31,63128557,ЭЛ938675
31,61074258,ЭЛ938675
31,60511417,ЭЛ938675
31,63477202,ЭЛ938675
31,61442315,ЭЛ938675
31,60608908,ЭЛ938675
31,56649700,ЭЛ938675
74,65308835,ЭЛ938310
74,63894323,ЭЛ938310
66,28846624,20333935
66,28850287,20336195
16,63416325,ЭЛ938222
16,52890399,ЭЛ938222
16,65611386,ЭЛ938222
16,61657722,ЭЛ938222
16,52890456,ЭЛ938222
16,55558639,ЭЛ938222
74,53576542,ЭЛ938085
74,63615850,ЭЛ938085
74,63738934,ЭЛ938085
74,56747330,ЭЛ938085
74,63740427,ЭЛ938085
74,65282451,ЭЛ938085
74,60690765,ЭЛ938085
74,63615512,ЭЛ938023
74,63622906,ЭЛ938023
74,63901003,ЭЛ938023
74,61901955,ЭЛ938023
74,63615363,ЭЛ938023
74,63623086,ЭЛ938023
74,63760409,ЭЛ938016
74,62160270,ЭЛ938016
74,63265102,ЭЛ938016
74,62516968,ЭЛ938016
74,65337149,ЭЛ938016
74,65346371,ЭЛ938016
74,65246068,ЭЛ938016
74,63872188,ЭЛ938016
74,63615827,ЭЛ938016
74,60038239,ЭЛ938016
74,60692423,ЭЛ938016
74,63901011,ЭЛ938016
74,63721831,ЭЛ938016
74,63616064,ЭЛ938016
74,63387450,ЭЛ938016
35,63722664,ЭЛ937971
58,61442331,ЭЛ937814
58,60017977,ЭЛ937814
58,67917369,ЭЛ937814
58,61057865,ЭЛ937814
58,53444519,ЭЛ937814
48,28850014,10039338
58,52791035,ЭЛ937814
58,52882388,ЭЛ937814
58,54043617,ЭЛ937814
58,60764909,ЭЛ937814
58,56923121,ЭЛ937814
58,61424073,ЭЛ937814
58,56652068,ЭЛ937814
58,60371085,ЭЛ937814
58,56652613,ЭЛ937814
58,60613874,ЭЛ937814
58,62503289,ЭЛ937814
58,60003761,ЭЛ937814
48,28846632,10039338
58,52768082,ЭЛ937814
58,61473567,ЭЛ937814
58,57915928,ЭЛ937814
48,28846467,10039338
58,63236301,ЭЛ937814
58,60989886,ЭЛ937814
58,52827102,ЭЛ937814
58,63369748,ЭЛ937814
58,52784212,ЭЛ937814
58,63584304,ЭЛ937814
58,61447967,ЭЛ937814
58,60834181,ЭЛ937814
58,55693303,ЭЛ937814
58,56650914,ЭЛ937814
58,61079034,ЭЛ937814
58,55735575,ЭЛ937814
58,56651268,ЭЛ937814
58,56960313,ЭЛ937814
58,61034708,ЭЛ937814
58,60835717,ЭЛ937814
58,60240785,ЭЛ937814
58,57499063,ЭЛ937814
58,55150296,ЭЛ937814
58,52891579,ЭЛ937814
58,60585189,ЭЛ937814
58,61452108,ЭЛ937814
58,60008745,ЭЛ937495
50,60878964,ЭЛ937495
61,63565279,ЭЛ937349
31,60868445,ЭЛ937242
31,60302726,ЭЛ937242
31,60511912,ЭЛ937242
31,60344801,ЭЛ937242
31,60286663,ЭЛ937242
31,60844867,ЭЛ937242
31,60809076,ЭЛ937242
31,61598264,ЭЛ937242
31,60096070,ЭЛ937242
31,52890407,ЭЛ937242
31,62116975,ЭЛ937242
31,61968012,ЭЛ937242
31,60750452,ЭЛ937242
31,60234028,ЭЛ937242
31,60745429,ЭЛ937242
31,60035383,ЭЛ937242
31,60020625,ЭЛ937242
31,60661543,ЭЛ937242
31,62136320,ЭЛ937242
31,52886801,ЭЛ937242
31,61124020,ЭЛ937242
31,60750510,ЭЛ937242
31,60614815,ЭЛ937242
31,61147344,ЭЛ937242
31,63584346,ЭЛ937242
31,55655120,ЭЛ937242
31,56648876,ЭЛ937242
31,55770457,ЭЛ937242
31,63575583,ЭЛ937242
31,53442703,ЭЛ937242
31,57503252,ЭЛ937242
31,56849904,ЭЛ937242
31,61736047,ЭЛ937242
31,63477384,ЭЛ937242
31,60318029,ЭЛ937242
31,52757713,ЭЛ937242
31,60014560,ЭЛ937242
31,55609226,ЭЛ937242
31,63086086,ЭЛ937242
31,63372361,ЭЛ937242
31,55609242,ЭЛ937242
31,54155205,ЭЛ937242
31,61216776,ЭЛ937242
31,63459986,ЭЛ937242
31,56654387,ЭЛ937242
31,63085971,ЭЛ937242
31,56649569,ЭЛ937242
31,53815148,ЭЛ937242
31,61747408,ЭЛ937242
31,63177562,ЭЛ937242
31,56856776,ЭЛ937242
31,63209027,ЭЛ937242
31,61088167,ЭЛ937242
31,56648777,ЭЛ937242
31,55389324,ЭЛ937242
31,55194674,ЭЛ937242
31,61087276,ЭЛ937242
31,63203046,ЭЛ937242
31,63472849,ЭЛ937242
31,60344389,ЭЛ937242
31,55155246,ЭЛ937242
46,63566509,20335368
46,63476881,20335366
46,63123889,20335364
46,61471967,20335363
46,61072831,20335362
46,52807575,20335360
46,63416978,20335358
46,60641602,20335357
46,61473088,20335356
46,61729885,20335354
46,52890068,20335352
46,63566889,20335351
58,65282287,ЭЛ936922
58,63723134,ЭЛ936922
58,61441135,ЭЛ936909
58,57478257,ЭЛ936909
58,60379138,ЭЛ936909
58,63389944,ЭЛ936909
58,63209852,ЭЛ936909
58,60492808,ЭЛ936909
58,56641269,ЭЛ936909
58,63719561,ЭЛ936775
490,52809993,ЭЛ936440
5,55771521,ЭЛ936440
28,63265979,ЭЛ936441
439,60863479,ЭЛ936440
47,61217188,20335273
79,63744973,20334940
79,63622831,20334919
79,61901047,20334877
79,61119749,20334867
79,63900021,20334846
79,56935232,20334811
79,63388623,20334829
79,63616239,20334692
79,62351408,20334725
79,63565261,20334655
79,63901078,20334592
79,61474789,20334563
48,28867349,20332596
48,28846350,20332543
48,28847085,20332598
79,63745137,20334540
48,28850170,20332604
79,63872436,20334440
61,60695822,ЭЛ935871
515,63615249,ЭЛ935797
31,62289608,ЭЛ935705
31,60800042,ЭЛ935705
41,61996823,ЭЛ935472
41,65350886,ЭЛ935472
41,63232235,ЭЛ935472
41,63622864,ЭЛ935472
41,64066863,ЭЛ935472
41,63739007,ЭЛ935481
41,63615942,ЭЛ935481
41,65353500,ЭЛ935481
39,63872287,ЭЛ931715
39,65864308,ЭЛ931725
39,65864316,ЭЛ931754
52,55715064,ЭЛ935258
52,61981213,ЭЛ935258
52,55561070,ЭЛ935258
47,60518776,20335265
47,63708515,20337124
47,61117149,20335265
47,63894307,20335265
47,61901138,20337125
47,60639085,20335265
47,56747413,20335265
47,63738926,20335265
47,63771034,20337127
47,61119483,20335265
47,63615264,20335265
47,63740484,20335265
47,60695384,20335265
62,64381601,20333393
36,63723068,20333346
36,63615710,20332960
36,63615702,20332985
36,65246217,20332993
31,52805579,ЭЛ934847
31,53523049,ЭЛ934847
31,61084984,ЭЛ934847
31,55570352,ЭЛ934847
31,60772787,ЭЛ934847
31,63295125,ЭЛ934847
31,60558657,ЭЛ934847
31,60996618,ЭЛ934847
31,61473765,ЭЛ934847
31,60807062,ЭЛ934847
31,64380157,ЭЛ934847
31,60671351,ЭЛ934847
31,60417672,ЭЛ934847
31,60408119,ЭЛ934847
31,61272761,ЭЛ934847
31,52806072,ЭЛ934847
31,63472666,ЭЛ934847
31,53815320,ЭЛ934847
31,61168555,ЭЛ934847
31,62401583,ЭЛ934847
31,63474688,ЭЛ934847
31,60704640,ЭЛ934847
31,52783610,ЭЛ934847
31,63259386,ЭЛ934847
31,55654750,ЭЛ934847
31,60458130,ЭЛ934847
31,60239084,ЭЛ934847
31,52887957,ЭЛ934847
31,63086284,ЭЛ934847
31,63272330,ЭЛ934847
31,52783040,ЭЛ934847
31,52891173,ЭЛ934847
31,56848104,ЭЛ934847
31,61364568,ЭЛ934847
31,60008109,ЭЛ934847
31,63567507,ЭЛ934847
31,63363154,ЭЛ934847
31,60792165,ЭЛ934847
31,63263255,ЭЛ934847
31,61106910,ЭЛ934847
31,63369540,ЭЛ934847
31,60845831,ЭЛ934847
31,63127815,ЭЛ934847
31,63369821,ЭЛ934847
31,52809258,ЭЛ934847
31,59763540,ЭЛ934847
31,63177364,ЭЛ934847
31,52889581,ЭЛ934847
31,54786454,ЭЛ934847
31,63177240,ЭЛ934847
31,56930969,ЭЛ934847
31,54786330,ЭЛ934847
31,61216032,ЭЛ934847
31,61112074,ЭЛ934847
31,59438440,ЭЛ934847
31,52809431,ЭЛ934847
31,63458848,ЭЛ934847
31,63202220,ЭЛ934847
31,61089082,ЭЛ934847
31,52807674,ЭЛ934847
31,57487530,ЭЛ934847
31,55668024,ЭЛ934847
31,60951506,ЭЛ934847
35,65339004,ЭЛ934765
41,60699741,ЭЛ934683
41,60696374,ЭЛ934683
41,53592648,ЭЛ934683
41,62363551,ЭЛ934683
41,56342637,ЭЛ934683
41,60833886,ЭЛ934683
41,62192000,ЭЛ934683
41,63900278,ЭЛ934683
37,64489263,10038079
46,61872222,10038683
35,53577201,ЭЛ934425
16,53444337,ЭЛ934287
16,60604147,ЭЛ934287
16,62504188,ЭЛ934287
16,63370464,ЭЛ934287
16,59438978,ЭЛ934287
16,63574750,ЭЛ934287
16,52888179,ЭЛ934287
41,56747140,ЭЛ933786
47,57494577,20329357
47,57506008,20329357
47,61216610,20329357
47,55689855,20329357
47,52784121,20329357
47,59799676,20329357
47,63472203,20329357
47,55703805,20329357
47,53443131,20329357
58,53431318,ЭЛ933541
58,62349154,ЭЛ933541
58,61215232,ЭЛ933541
58,55635775,ЭЛ933541
58,63574404,ЭЛ933541
58,62136163,ЭЛ933541
58,61128765,ЭЛ933541
58,54740402,ЭЛ933541
58,57402687,ЭЛ933541
58,60765955,ЭЛ933541
58,60776119,ЭЛ933541
58,61084455,ЭЛ933541
58,61032546,ЭЛ933541
58,57492613,ЭЛ933541
58,63583926,ЭЛ933541
58,56854268,ЭЛ933541
58,61210324,ЭЛ933541
58,63416507,ЭЛ933541
58,60683638,ЭЛ933541
58,52808128,ЭЛ933541
58,52795895,ЭЛ933541
58,67551572,ЭЛ933541
58,52826724,ЭЛ933541
32,64240161,ЭЛ933503
32,65233017,ЭЛ933503
32,64696966,ЭЛ933503
41,60957347,ЭЛ933166
41,61790077,ЭЛ933142
41,52888120,ЭЛ933142
41,63127807,ЭЛ933142
41,61087656,ЭЛ933142
41,61966677,ЭЛ933142
41,55698864,ЭЛ933142
41,61215745,ЭЛ933142
41,56747389,ЭЛ933086
55,28858330,ЭЛ932685
47,65603722,20329357
47,60287356,20329357
47,60335981,20329357
47,60316221,20329357
47,61663647,20329357
40,61146338,20333163
40,56748320,20333187
40,56748502,20333219
40,56748452,20333201
40,56747025,20333233
40,56575509,20333263
40,63615470,20333283
40,60009800,20333306
40,53592903,20333326
40,64513443,20333336
40,60691714,20333359
40,63615918,20333372
40,63622948,20333389
40,63232383,20333400
40,65284606,20333421
40,63665988,20333442
40,62699947,20333467
40,56747579,20333487
40,61119855,20333562
40,56935133,35321603
40,65347171,35321620
40,56946825,35321612
40,60697844,35321604
40,61475109,35321607
40,61117529,35321605
40,61474011,35321606
40,63615843,35321617
40,61475083,35321614
40,65572224,35321621
40,61902177,35321616
40,61118667,35321613
40,61901286,35321615
40,61901419,35321608
40,56598980,35324423
40,65270605,35321618
40,65282261,35321619
52,56854060,ЭЛ932220
52,61089504,ЭЛ932220
52,54154901,ЭЛ932220
544,63372353,ЭЛ930568
58,56849516,ЭЛ931163
58,62135728,ЭЛ931163
58,60217148,ЭЛ931163
58,52889433,ЭЛ931163
58,60681434,ЭЛ931163
58,52890035,ЭЛ931163
58,61182689,ЭЛ931163
58,60582426,ЭЛ931163
58,61104873,ЭЛ931161
58,62599824,ЭЛ931161
58,60541356,ЭЛ931161
58,52890761,ЭЛ931161
58,63720213,ЭЛ931158
16,52883469,ЭЛ930978
16,60475183,ЭЛ930978
16,62135876,ЭЛ930978
39,63615058,ЭЛ905479
39,63720254,ЭЛ905926
39,65342560,ЭЛ905481
39,63770234,ЭЛ905934
58,53431128,ЭЛ930921
58,55389480,ЭЛ930920
58,60263506,ЭЛ930921
58,63368880,ЭЛ930921
58,60554524,ЭЛ930920
58,52883907,ЭЛ930920
58,52891207,ЭЛ930921
58,60775038,ЭЛ930921
58,66422726,ЭЛ930921
58,52891405,ЭЛ930921
58,56930381,ЭЛ930921
58,63369318,ЭЛ930920
58,63459028,ЭЛ930921
58,60344520,ЭЛ930921
58,60704251,ЭЛ930921
58,61773727,ЭЛ930921
58,63265565,ЭЛ930920
58,60520855,ЭЛ930921
58,60743325,ЭЛ930920
58,57576365,ЭЛ930920
58,56650864,ЭЛ930921
58,60030350,ЭЛ930920
58,61729851,ЭЛ930921
58,56651524,ЭЛ930920
58,60494242,ЭЛ930921
58,61216669,ЭЛ930921
47,60949971,20329364
47,60221033,20329364
47,61099248,20329364
47,60962206,20329364
47,60571312,20329364
47,62135488,20329364
47,61442000,20329364
47,60774940,20329364
47,62704416,20329364
47,61083317,20329364
47,55561054,20329364
47,56942253,20329364
47,57413536,20329364
47,52757689,20329364
37,62910724,10037348
37,62464086,10037361
37,65086936,10037386
530,52783644,ЭЛ930568
487,59388082,ЭЛ930568
12,52783925,ЭЛ930306
12,63623037,ЭЛ930308
31,60983533,ЭЛ930570
31,63390322,ЭЛ930570
31,67569939,ЭЛ930568
31,52884723,ЭЛ930570
31,60715232,ЭЛ930570
31,60814266,ЭЛ930568
31,60846086,ЭЛ930570
31,60340270,ЭЛ930570
31,60705373,ЭЛ930568
31,52836509,ЭЛ930570
487,61441382,ЭЛ930570
31,60025582,ЭЛ930568
31,60088614,ЭЛ930570
31,62072830,ЭЛ930568
31,60696853,ЭЛ930568
520,61728507,ЭЛ930570
526,63566673,ЭЛ930570
31,60618667,ЭЛ930568
31,60026135,ЭЛ930568
31,62503362,ЭЛ930568
31,61115374,ЭЛ930568
31,65367682,ЭЛ930568
31,52890415,ЭЛ930570
24,64965155,ЭЛ930568
520,59437913,ЭЛ930570
24,55564355,ЭЛ930568
520,53558631,ЭЛ930570
31,60913324,ЭЛ930568
31,61003224,ЭЛ930568
31,61122149,ЭЛ930570
31,60585874,ЭЛ930568
13,56927619,ЭЛ930562
52,63295927,ЭЛ930524
52,56848344,ЭЛ930524
52,63584411,ЭЛ930524
24,56654775,ЭЛ930418
77,63899959,10037761
77,65320277,10037765
77,63264907,10037812
77,63615355,10037812
77,56947427,10037812
77,53604716,10037814
77,63212773,10037761
77,65317935,10037219
77,65322422,10037812
77,60697075,10037765
77,65320152,10037765
77,65343113,10037761
77,63615926,10037765
77,61474227,10037765
77,63771240,10037761
77,60016516,10037219
77,63739015,10037811
77,62517065,10037812
77,63565303,10037219
77,63622856,10037765
77,65319527,10037765
77,63719389,10037761
77,65348633,10037765
77,52741923,10037814
77,63565329,10037811
77,61117727,10037765
77,56575731,10037812
77,52730983,10037814
77,63565253,10037811
77,65354052,10037765
36,65246381,20330228
36,62782370,20330233
36,63710156,20330238
36,65075475,20330236
41,56947062,ЭЛ930287
41,65284770,ЭЛ930287
41,60834108,ЭЛ930287
41,60022563,ЭЛ930284
35,64290018,ЭЛ930130
35,60892585,ЭЛ930128
35,62202338,ЭЛ930128
35,60690112,ЭЛ930130
35,65318719,ЭЛ930130
35,59783076,ЭЛ930132
35,63722144,ЭЛ930130
35,62717608,ЭЛ930125
35,65308827,ЭЛ930123
35,56748106,ЭЛ930123
35,60614518,ЭЛ930123
35,65322158,ЭЛ930121
35,65864241,ЭЛ930123
35,65282345,ЭЛ930114
35,63177380,ЭЛ930117
35,65231532,ЭЛ930118
77,63745111,10037219
77,63902530,10037219
77,65327678,10037219
77,65337818,10037219
77,65284671,10037219
77,65282311,10037219
77,65284655,10037219
77,56935240,10037219
77,62626114,10037219
77,63615181,10037219
77,61993614,10037219
77,63623078,10037231
77,63872279,10037219
77,63885230,10037219
77,60692886,10037219
77,61902201,10037237
77,64352149,10037219
44,63745053,ЭЛ930020
44,63622922,ЭЛ930007
41,65340952,ЭЛ930005
41,56574767,ЭЛ930001
41,65211120,ЭЛ930001
41,63739031,ЭЛ930002
41,61469227,ЭЛ930001
41,63700512,ЭЛ930001
41,61901088,ЭЛ930002
41,65284754,ЭЛ930002
41,60018728,ЭЛ930001
41,60699808,ЭЛ930001
41,56267974,ЭЛ930001
41,60699584,ЭЛ930002
41,54043005,ЭЛ929999
41,55715635,ЭЛ929999
41,56934649,ЭЛ929999
41,53421210,ЭЛ929999
41,60809928,ЭЛ929999
530,56652647,ЭЛ927899
530,55702526,ЭЛ927899
46,63615769,ЭЛ929776
58,61084315,ЭЛ928895
58,55563464,ЭЛ928889
58,63268486,ЭЛ928895
58,63363279,ЭЛ928889
58,62592670,ЭЛ928889
58,60607934,ЭЛ928889
58,56650609,ЭЛ928889
58,63123012,ЭЛ928895
58,61216917,ЭЛ928889
58,61111936,ЭЛ928889
58,61424685,ЭЛ928895
58,60804820,ЭЛ928895
58,63176606,ЭЛ928895
58,60325644,ЭЛ928895
58,60576535,ЭЛ928895
58,56622681,ЭЛ928889
58,56942287,ЭЛ928895
58,52806312,ЭЛ928889
58,61088050,ЭЛ928895
58,63389951,ЭЛ928889
58,63348916,ЭЛ928895
58,61088118,ЭЛ928895
58,63063119,ЭЛ928895
58,63266076,ЭЛ928889
58,52810157,ЭЛ928895
58,60750122,ЭЛ928889
58,52806122,ЭЛ928895
58,63266258,ЭЛ928889
58,61052353,ЭЛ928895
58,60245149,ЭЛ928895
58,57507485,ЭЛ928889
58,54787353,ЭЛ928895
58,55661813,ЭЛ928895
58,52891355,ЭЛ928889
58,60454642,ЭЛ928889
58,61074431,ЭЛ928895
58,60446937,ЭЛ928889
58,60755428,ЭЛ928895
58,55735435,ЭЛ928889
58,63543672,ЭЛ928889
58,60734159,ЭЛ928889
58,52808003,ЭЛ928895
58,61089538,ЭЛ928889
58,63123525,ЭЛ928895
58,63268221,ЭЛ928889
58,61084257,ЭЛ928889
58,61030722,ЭЛ928895
58,61786414,ЭЛ928889
12,60880648,ЭЛ928884
44,56748387,ЭЛ928786
44,63212625,ЭЛ928780
44,63738959,ЭЛ928777
44,63745038,ЭЛ928771
31,63477202,ЭЛ928663
31,63128557,ЭЛ928663
31,56649700,ЭЛ928663
31,55880231,ЭЛ928663
31,61089850,ЭЛ928663
31,63368609,ЭЛ928663
31,63268635,ЭЛ928663
31,61239554,ЭЛ928663
31,61441812,ЭЛ928663
31,60410933,ЭЛ928663
31,55194567,ЭЛ928663
31,61442315,ЭЛ928663
31,63473565,ЭЛ928663
31,60317088,ЭЛ928663
31,61440814,ЭЛ928663
31,61745964,ЭЛ928663
31,56648967,ЭЛ928663
31,56650146,ЭЛ928663
31,63371017,ЭЛ928663
31,63296016,ЭЛ928663
31,57501900,ЭЛ928663
31,61084406,ЭЛ928663
31,61074258,ЭЛ928663
31,61473211,ЭЛ928663
31,60248820,ЭЛ928663
31,61452546,ЭЛ928663
31,55609374,ЭЛ928663
31,63236129,ЭЛ928663
31,61452413,ЭЛ928663
31,61441952,ЭЛ928663
31,59397349,ЭЛ928663
31,56848054,ЭЛ928663
31,56650369,ЭЛ928663
31,56854086,ЭЛ928663
31,56854144,ЭЛ928663
31,63294474,ЭЛ928663
31,61453080,ЭЛ928663
31,54154869,ЭЛ928663
31,63415913,ЭЛ928663
31,63209746,ЭЛ928663
31,55694459,ЭЛ928663
31,63474068,ЭЛ928663
59,65245532,ЭЛ928676
59,64489172,ЭЛ928676
59,63616072,ЭЛ928676
31,60715216,ЭЛ928663
31,60142247,ЭЛ928663
31,60818275,ЭЛ928663
31,61403333,ЭЛ928663
31,53443248,ЭЛ928663
